ticket_id,customer_age,customer_gender,product_purchased,date_of_purchase,ticket_type,ticket_subject,ticket_description,ticket_text,ticket_status,resolution,ticket_priority,ticket_channel,first_response_time,time_to_resolution,customer_satisfaction_rating,description_length,subject_length,resolution_length,resolution_was_missing,customer_satisfaction_rating_was_missing,first_response_time_was_missing,time_to_resolution_was_missing,ticket_description_was_missing,ticket_subject_was_missing
1374,46,Male,Google Nest,2020-02-19,Billing inquiry,Cancellation request,"There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

Thank you! Please provide a solution if there is a question - please I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.","Cancellation request There seems to be a glitch in the {product_purchased} software. It freezes frequently, making it difficult to use. Can you please provide a solution?

Thank you! Please provide a solution if there is a question - please I'm experiencing this issue on multiple devices of the same model, so it seems to be a widespread problem.",Closed,Without purpose far range project leader operation.,Medium,Social media,2023-06-01 20:32:12,2023-06-01 20:21:12,3.0,326,20,51,0,0,0,0,0,0
5460,22,Other,Canon EOS,2021-09-12,Refund request,Battery life,"I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. Can you post the data to an email to my {product_purchased-content}. Please The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Battery life I've accidentally deleted important data from my {product_purchased}. Is there any way to recover the deleted files? I need them urgently. Can you post the data to an email to my {product_purchased-content}. Please The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,No resolution provided,Medium,Chat,Not available,Not available,-1.0,318,12,0,1,1,1,1,0,0
1692,42,Other,LG OLED,2021-09-11,Refund request,Refund request,"I'm having an issue with the {product_purchased}. Please assist. Product is in good condition. The item is not eligible for a refund. I've tried troubleshooting steps mentioned in the user manual, but the issue persists.","Refund request I'm having an issue with the {product_purchased}. Please assist. Product is in good condition. The item is not eligible for a refund. I've tried troubleshooting steps mentioned in the user manual, but the issue persists.",Closed,Republican billion this feel rate return evening.,High,Chat,2023-06-01 04:35:23,2023-06-01 21:36:23,3.0,220,14,49,0,0,0,0,0,0
4561,37,Male,GoPro Action Camera,2021-06-27,Refund request,Product compatibility,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

This issue is likely due to having too much memory allocated. I do not have time for I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.","Product compatibility My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

This issue is likely due to having too much memory allocated. I do not have time for I've followed the troubleshooting steps mentioned in the user manual, but the issue persists.",Open,No resolution provided,Medium,Chat,Not available,Not available,-1.0,292,21,0,1,1,1,1,0,0
6608,62,Female,Sony Xperia,2021-09-22,Billing inquiry,Account access,"I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

$ ssh -o test.ssh --help

Once the The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.","Account access I've recently set up my {product_purchased}, but it fails to connect to any available networks. What steps should I take to troubleshoot this issue?

$ ssh -o test.ssh --help

Once the The issue I'm facing is intermittent. Sometimes it works fine, but other times it acts up unexpectedly.",Open,No resolution provided,Low,Chat,Not available,Not available,-1.0,288,14,0,1,1,1,1,0,0
6300,34,Female,Dyson Vacuum Cleaner,2021-08-02,Cancellation request,Payment issue,I'm having an issue with the {product_purchased}. Please assist. This is not a good sign. I'm getting the right product now. I don't know if the product you are about to place won't work or what type I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?,Payment issue I'm having an issue with the {product_purchased}. Please assist. This is not a good sign. I'm getting the right product now. I don't know if the product you are about to place won't work or what type I'm unable to find the option to perform the desired action in the {product_purchased}. Could you please guide me through the steps?,Closed,Economy that get without.,High,Chat,2023-06-01 22:29:19,2023-06-01 13:14:19,1.0,332,13,25,0,0,0,0,0,0
749,47,Other,Microsoft Xbox Controller,2021-02-04,Technical issue,Network problem,"I'm having an issue with the {product_purchased}. Please assist.

I'm having an issue with the {product_purchased}. Please assist. The message is ""I have purchased $18.99 (USD) I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.","Network problem I'm having an issue with the {product_purchased}. Please assist.

I'm having an issue with the {product_purchased}. Please assist. The message is ""I have purchased $18.99 (USD) I rely heavily on my {product_purchased} for my daily tasks, and this issue is hindering my productivity.",Closed,Produce score customer.,Critical,Email,2023-06-01 01:27:53,2023-06-01 19:22:53,2.0,282,15,23,0,0,0,0,0,0
1384,31,Male,Nikon D,2020-11-03,Technical issue,Account access,"I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

We can do everything I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Account access I'm having trouble connecting my {product_purchased} to my home Wi-Fi network. It doesn't detect any networks, although other devices are connecting fine. What can be done to resolve this issue?

We can do everything I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Closed,Ago body probably more suggest.,Low,Social media,2023-06-01 00:34:22,2023-06-01 01:31:22,2.0,331,14,31,0,0,0,0,0,0
8229,25,Male,Roomba Robot Vacuum,2021-08-22,Billing inquiry,Product setup,"My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

I'm sorry but my database doesn't work anymore, or the system won't start. I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.","Product setup My {product_purchased} crashed, and I lost all the data stored on it. Is there any way to recover the lost data?

I'm sorry but my database doesn't work anymore, or the system won't start. I've tried using different cables, adapters, or peripherals with my {product_purchased}, but the issue persists.",Closed,Cause month identify.,Critical,Email,2023-06-01 21:58:58,2023-06-02 00:12:58,2.0,301,13,21,0,0,0,0,0,0
6074,49,Female,Canon DSLR Camera,2021-09-25,Refund request,Product compatibility,"I'm having an issue with the {product_purchased}. Please assist.

In a new account, there is no email address, and there is no confirmation of the purchase.

You don't have to be the CEO of I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.","Product compatibility I'm having an issue with the {product_purchased}. Please assist.

In a new account, there is no email address, and there is no confirmation of the purchase.

You don't have to be the CEO of I've tried clearing the cache and data for the {product_purchased} app, but the issue persists.",Pending Customer Response,No resolution provided,High,Email,2023-06-01 02:07:06,Not available,-1.0,285,21,0,1,1,0,1,0,0
3780,65,Other,Sony 4K HDR TV,2021-10-03,Technical issue,Refund request,"I'm having an issue with the {product_purchased}. Please assist.

3) If you are experiencing the issue using an affected version of the product, please post your support on this thread here


4) The issues listed I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?","Refund request I'm having an issue with the {product_purchased}. Please assist.

3) If you are experiencing the issue using an affected version of the product, please post your support on this thread here


4) The issues listed I've noticed a peculiar error message popping up on my {product_purchased} screen. It says '{error_message}'. What does it mean?",Open,No resolution provided,Low,Email,Not available,Not available,-1.0,341,14,0,1,1,1,1,0,0
1859,34,Male,Google Nest,2020-01-27,Refund request,Payment issue,"I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account? {products_purchased} will not work on account 1 or more if no new I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.","Payment issue I've forgotten my password for my {product_purchased} account, and the password reset option is not working. How can I recover my account? {products_purchased} will not work on account 1 or more if no new I've performed a factory reset on my {product_purchased}, hoping it would resolve the problem, but it didn't help.",Pending Customer Response,No resolution provided,High,Social media,2023-06-01 05:57:14,Not available,-1.0,319,13,0,1,1,0,1,0,0
